county,year,totalpopulation,average_yearly_wage,singlefamilymedianhomevalue,value_inches,murder,rape,robbery,aggravated_assault,burglary,larceny,motor_vehicle_theft,index_per_100k,employment,unemployment,labor_force,unemployment_rate,county_code,SFMHVrange,SFMHVclass
Alachua,2001,222935,26917,121316.0,45.63,8.0,176.0,453.0,1240.0,2918.0,7736.0,1031.0,6083.0,114284.0,4263,118547,0.036,0,"(100000, 150000]",2
Alachua,2002,228607,27648,129499.0,58.4,7.0,189.0,335.0,1264.0,2768.0,7429.0,895.0,5637.0,113387.0,4776,118163,0.04,0,"(100000, 150000]",2
Alachua,2003,231296,28867,141447.0,53.7,7.0,160.0,304.0,1413.0,2542.0,6782.0,877.0,5225.0,114641.0,4446,119087,0.037,0,"(100000, 150000]",2
Alachua,2004,236174,30939,162329.0,64.46,8.0,194.0,310.0,1325.0,2533.0,6064.0,744.0,4733.0,115973.0,4283,120256,0.036,0,"(150000, 200000]",3
Alachua,2005,240764,33145,187998.0,54.2,7.0,233.0,291.0,1511.0,2442.0,6448.0,749.0,4852.0,119924.0,3626,123550,0.029,0,"(150000, 200000]",3
Alachua,2006,243779,34748,217399.0,37.3,13.0,239.0,382.0,1558.0,2779.0,7530.0,794.0,5454.0,122471.0,3372,125843,0.027,0,"(200000, 250000]",4
Alachua,2007,247561,36456,224103.0,44.1,7.0,197.0,409.0,1574.0,2920.0,7070.0,768.0,5229.0,125102.0,3908,129010,0.03,0,"(200000, 250000]",4
Alachua,2008,252388,37469,206437.0,45.17,4.0,173.0,353.0,1380.0,2747.0,7179.0,657.0,4950.0,125425.0,5821,131246,0.044,0,"(200000, 250000]",4
Alachua,2009,256232,39080,183571.0,53.1,5.0,191.0,374.0,1414.0,2858.0,7253.0,686.0,4988.0,120579.0,9236,129815,0.071,0,"(150000, 200000]",3
Alachua,2010,247336,39688,172110.0,45.0,12.0,154.0,298.0,1093.0,2297.0,6387.0,493.0,4198.0,117504.0,9880,127384,0.078,0,"(150000, 200000]",3
Alachua,2012,246770,40775,144969.0,59.51,10.0,168.0,253.0,1057.0,1919.0,6372.0,357.0,4107.0,120238.0,8841,129079,0.068,0,"(100000, 150000]",2
Alachua,2013,248002,41588,149074.0,52.13,9.0,114.0,236.0,1023.0,1486.0,5996.0,362.0,3720.0,121314.0,7693,129007,0.06,0,"(100000, 150000]",2
Alachua,2014,250730,42691,158633.0,58.97,3.0,164.0,236.0,1003.0,1339.0,5879.0,421.0,3607.0,122367.0,6934,129301,0.054,0,"(150000, 200000]",3
Alachua,2015,254893,43598,164952.0,52.27,3.0,183.0,312.0,999.0,1236.0,5722.0,411.0,3478.0,123941.0,6052,129993,0.047,0,"(150000, 200000]",3
Alachua,2016,257062,44257,173570.0,46.39,4.0,216.0,271.0,966.0,1256.0,5963.0,534.0,3583.0,127302.0,5753,133055,0.043,0,"(150000, 200000]",3
Alachua,2017,260003,45705,187389.0,63.47,9.0,249.0,290.0,1097.0,1120.0,5751.0,524.0,3477.0,130056.0,5216,135272,0.039,0,"(150000, 200000]",3
Alachua,2018,263291,47858,197879.0,66.46,14.0,285.0,337.0,1175.0,1144.0,6170.0,633.0,3706.0,132658.0,4572,137230,0.033,0,"(150000, 200000]",3
Baker,2001,22562,23903,84900.0,44.01,1.0,3.0,4.0,83.0,78.0,337.0,38.0,2411.0,10060.0,443,10503,0.042,1,"(50000, 100000]",1
Baker,2002,22992,24108,94328.0,55.88,0.0,2.0,17.0,66.0,63.0,302.0,38.0,2122.0,9957.0,502,10459,0.048,1,"(50000, 100000]",1
Baker,2003,23383,25370,102230.0,56.98,0.0,1.0,10.0,53.0,89.0,296.0,42.0,2100.0,9922.0,504,10426,0.048,1,"(100000, 150000]",2
Baker,2004,23963,26503,118404.0,60.88,1.0,2.0,11.0,72.0,89.0,293.0,32.0,2087.0,10171.0,430,10601,0.041,1,"(100000, 150000]",2
Baker,2005,23953,27483,145879.0,58.9,0.0,5.0,10.0,107.0,78.0,383.0,23.0,2530.0,10751.0,361,11112,0.032,1,"(100000, 150000]",2
Baker,2006,25004,28143,166659.0,41.39,2.0,4.0,7.0,70.0,30.0,340.0,33.0,1944.0,11219.0,329,11548,0.028,1,"(150000, 200000]",3
Baker,2007,25623,28338,161143.0,44.56,3.0,5.0,4.0,69.0,28.0,277.0,21.0,1588.0,11477.0,436,11913,0.037,1,"(150000, 200000]",3
Baker,2008,25890,29124,136274.0,53.73,1.0,3.0,5.0,50.0,37.0,219.0,20.0,1294.0,11531.0,714,12245,0.058,1,"(100000, 150000]",2
Baker,2009,25899,29509,116914.0,53.28,1.0,13.0,8.0,31.0,68.0,298.0,13.0,1668.0,10887.0,1224,12111,0.101,1,"(100000, 150000]",2
Baker,2010,27115,29649,106369.0,41.2,0.0,1.0,7.0,39.0,51.0,272.0,13.0,1476.0,10197.0,1256,11453,0.11,1,"(100000, 150000]",2
Baker,2011,26927,30733,99638.0,49.36,0.0,4.0,6.0,32.0,43.0,259.0,11.0,1318.0,10274.0,1167,11441,0.102,1,"(50000, 100000]",1
Baker,2012,26938,30616,99876.0,61.23,0.0,4.0,9.0,39.0,51.0,230.0,16.0,1296.0,10277.0,998,11275,0.089,1,"(50000, 100000]",1
Baker,2013,26881,30955,108046.0,51.31,0.0,0.0,4.0,82.0,98.0,257.0,15.0,1696.0,10377.0,869,11246,0.077,1,"(100000, 150000]",2
Baker,2014,26991,31589,119204.0,62.13,0.0,1.0,6.0,114.0,70.0,237.0,10.0,1623.0,10454.0,738,11192,0.066,1,"(100000, 150000]",2
Baker,2015,27017,31746,132288.0,43.93,0.0,1.0,8.0,102.0,106.0,256.0,12.0,1795.0,10584.0,633,11217,0.056,1,"(100000, 150000]",2
Baker,2016,26965,32118,149259.0,45.27,1.0,4.0,8.0,105.0,103.0,194.0,19.0,1610.0,10892.0,564,11456,0.049,1,"(100000, 150000]",2
Baker,2017,27191,33240,163166.0,55.18,2.0,5.0,5.0,79.0,101.0,208.0,22.0,1552.0,11149.0,492,11641,0.042,1,"(150000, 200000]",3
Baker,2018,27652,33877,175721.0,52.8,2.0,5.0,7.0,81.0,49.0,215.0,24.0,1385.0,11228.0,407,11635,0.035,1,"(150000, 200000]",3
Bay,2001,150287,26433,123711.0,47.7,6.0,121.0,185.0,683.0,1455.0,6049.0,361.0,5895.0,68857.0,3835,72692,0.053,2,"(100000, 150000]",2
Bay,2002,152186,27448,129450.0,59.21,8.0,119.0,180.0,828.0,1722.0,6392.0,399.0,6340.0,69782.0,4328,74110,0.058,2,"(100000, 150000]",2
Bay,2003,154827,29127,140813.0,71.85,7.0,121.0,215.0,816.0,1855.0,6406.0,450.0,6375.0,71922.0,4058,75980,0.053,2,"(100000, 150000]",2
Bay,2004,158437,30257,165994.0,54.79,11.0,97.0,163.0,801.0,1632.0,5493.0,517.0,5500.0,75238.0,3564,78802,0.045,2,"(150000, 200000]",3
Bay,2005,161721,31894,214211.0,58.16,4.0,93.0,164.0,790.0,1373.0,5001.0,380.0,4826.0,79474.0,2932,82406,0.036,2,"(200000, 250000]",4
Bay,2006,165515,33341,247950.0,43.72,5.0,98.0,184.0,999.0,1386.0,4720.0,379.0,4695.0,83077.0,2671,85748,0.031,2,"(200000, 250000]",4
Bay,2007,167631,33950,238102.0,40.96,8.0,109.0,171.0,682.0,1569.0,4870.0,400.0,4658.0,83532.0,3222,86754,0.037,2,"(200000, 250000]",4
Bay,2008,169307,34361,218231.0,58.84,11.0,95.0,172.0,736.0,1615.0,4747.0,363.0,4571.0,83626.0,5027,88653,0.057,2,"(200000, 250000]",4
Bay,2009,169562,34857,190814.0,61.62,9.0,83.0,170.0,663.0,1725.0,5108.0,331.0,4771.0,80695.0,8115,88810,0.091,2,"(150000, 200000]",3
Bay,2010,168852,35948,176230.0,46.66,12.0,61.0,158.0,608.0,1646.0,5566.0,342.0,4921.0,76683.0,8683,85366,0.102,2,"(150000, 200000]",3
Bay,2011,169278,35906,158850.0,45.73,12.0,62.0,173.0,636.0,1628.0,5472.0,324.0,4907.0,77872.0,8855,86727,0.102,2,"(150000, 200000]",3
Bay,2012,169392,35546,154009.0,58.3,9.0,70.0,168.0,595.0,1558.0,5538.0,295.0,4860.0,78467.0,7687,86154,0.089,2,"(150000, 200000]",3
Bay,2013,169866,35755,159102.0,75.63,8.0,85.0,164.0,589.0,1278.0,5375.0,302.0,4592.0,79650.0,6560,86210,0.076,2,"(150000, 200000]",3
Bay,2014,170781,36828,169160.0,66.08,17.0,80.0,140.0,633.0,1274.0,5480.0,402.0,4700.0,81720.0,5706,87426,0.065,2,"(150000, 200000]",3
Bay,2015,173310,37790,176054.0,57.66,9.0,76.0,159.0,662.0,1214.0,5321.0,377.0,4511.0,83026.0,4858,87884,0.055,2,"(150000, 200000]",3
Bay,2016,176016,38770,183701.0,63.98,9.0,87.0,133.0,668.0,1127.0,5013.0,427.0,4241.0,83963.0,4246,88209,0.048,2,"(150000, 200000]",3
Bay,2017,178820,39317,191755.0,55.45,11.0,80.0,103.0,705.0,1190.0,5082.0,489.0,4284.0,84453.0,3698,88151,0.042,2,"(150000, 200000]",3
Bay,2018,181199,40652,207981.0,70.18,7.0,72.0,98.0,583.0,1173.0,4301.0,500.0,3716.0,84306.0,3628,87934,0.041,2,"(200000, 250000]",4
Bradford,2001,26080,26350,71715.0,43.83,1.0,15.0,15.0,112.0,226.0,452.0,55.0,3359.0,10313.0,492,10805,0.046,3,"(50000, 100000]",1
Bradford,2002,26517,27106,77207.0,56.45,2.0,9.0,6.0,113.0,239.0,325.0,54.0,2821.0,10470.0,490,10960,0.045,3,"(50000, 100000]",1
Bradford,2003,26972,27179,83449.0,57.52,0.0,2.0,11.0,93.0,179.0,321.0,48.0,2425.0,10855.0,467,11322,0.041,3,"(50000, 100000]",1
Bradford,2004,27740,28489,95621.0,62.06,0.0,13.0,8.0,120.0,140.0,347.0,48.0,2437.0,11123.0,459,11582,0.04,3,"(50000, 100000]",1
Bradford,2005,28118,29666,116695.0,54.2,1.0,9.0,6.0,111.0,121.0,281.0,35.0,2006.0,11334.0,375,11709,0.032,3,"(100000, 150000]",2
Bradford,2006,28551,29425,133704.0,38.92,0.0,8.0,13.0,98.0,114.0,347.0,41.0,2175.0,11843.0,348,12191,0.029,3,"(100000, 150000]",2
Bradford,2007,29055,30034,130114.0,43.04,1.0,8.0,12.0,119.0,209.0,393.0,61.0,2764.0,11917.0,424,12341,0.034,3,"(100000, 150000]",2
Bradford,2008,29059,30670,111158.0,47.89,1.0,7.0,7.0,135.0,222.0,336.0,58.0,2636.0,11856.0,619,12475,0.05,3,"(100000, 150000]",2
Bradford,2009,29085,30880,94994.0,56.52,0.0,11.0,12.0,127.0,240.0,341.0,56.0,2706.0,11467.0,1006,12473,0.081,3,"(50000, 100000]",1
Bradford,2010,28520,30769,87147.0,42.9,1.0,6.0,11.0,63.0,191.0,395.0,14.0,2378.0,10393.0,1097,11490,0.095,3,"(50000, 100000]",1
Bradford,2011,28662,30838,82290.0,48.39,0.0,4.0,6.0,109.0,152.0,457.0,37.0,2669.0,10403.0,1036,11439,0.091,3,"(50000, 100000]",1
Bradford,2012,27239,31467,83001.0,64.37,0.0,12.0,6.0,101.0,179.0,339.0,26.0,2434.0,10210.0,864,11074,0.078,3,"(50000, 100000]",1
Bradford,2013,27217,32678,89943.0,49.81,1.0,11.0,11.0,100.0,110.0,259.0,19.0,1878.0,10232.0,719,10951,0.066,3,"(50000, 100000]",1
Bradford,2014,27323,34199,98513.0,56.05,0.0,16.0,7.0,80.0,79.0,220.0,16.0,1530.0,10110.0,623,10733,0.058,3,"(50000, 100000]",1
Bradford,2015,27310,35763,108588.0,48.82,0.0,8.0,14.0,71.0,89.0,201.0,12.0,1446.0,10260.0,526,10786,0.049,3,"(100000, 150000]",2
Bradford,2016,27440,35692,118243.0,43.58,2.0,4.0,8.0,116.0,113.0,216.0,20.0,1746.0,10427.0,469,10896,0.043,3,"(100000, 150000]",2
Bradford,2017,27642,35630,125373.0,63.27,0.0,3.0,5.0,92.0,117.0,244.0,27.0,1765.0,10827.0,414,11241,0.037,3,"(100000, 150000]",2
Bradford,2018,28057,37468,132973.0,60.87,1.0,6.0,10.0,79.0,97.0,255.0,38.0,1707.0,10754.0,383,11137,0.034,3,"(100000, 150000]",2
Brevard,2001,485178,32798,117156.0,57.03,15.0,270.0,659.0,2616.0,4263.0,14725.0,1419.0,4940.0,226249.0,10770,237019,0.045,4,"(100000, 150000]",2
Brevard,2002,494102,33913,127895.0,56.31,12.0,326.0,636.0,2964.0,4827.0,13058.0,1304.0,4681.0,224093.0,13935,238028,0.059,4,"(100000, 150000]",2
Brevard,2003,507810,35280,143272.0,46.73,22.0,338.0,539.0,2512.0,4798.0,12060.0,1324.0,4252.0,229392.0,12843,242235,0.053,4,"(100000, 150000]",2
Brevard,2004,521422,37912,173318.0,54.77,14.0,253.0,502.0,2502.0,4261.0,9935.0,1178.0,3576.0,237866.0,11487,249353,0.046,4,"(150000, 200000]",3
Brevard,2005,531970,38287,225766.0,60.62,18.0,297.0,499.0,2390.0,4348.0,11499.0,1188.0,3805.0,250969.0,9466,260435,0.036,4,"(200000, 250000]",4
Brevard,2006,543050,39778,261044.0,41.61,22.0,278.0,635.0,2585.0,4735.0,12270.0,1277.0,4015.0,256936.0,8682,265618,0.033,4,"(250000, 300000]",5
Brevard,2007,552109,40975,232215.0,43.39,32.0,233.0,710.0,2698.0,4728.0,12424.0,1359.0,4018.0,254099.0,11683,265782,0.044,4,"(200000, 250000]",4
Brevard,2008,556213,42089,183791.0,60.34,22.0,225.0,663.0,2685.0,4935.0,12445.0,1268.0,3999.0,250742.0,18098,268840,0.067,4,"(150000, 200000]",3
Brevard,2009,555657,43111,149039.0,44.04,26.0,242.0,598.0,2653.0,4137.0,12873.0,965.0,3868.0,238983.0,27772,266755,0.104,4,"(100000, 150000]",2
Brevard,2010,543376,43770,135837.0,39.19,20.0,231.0,531.0,2324.0,4273.0,12187.0,695.0,3649.0,234627.0,28715,263342,0.109,4,"(100000, 150000]",2
Brevard,2011,545184,44185,120477.0,50.45,15.0,241.0,561.0,2347.0,4616.0,12861.0,748.0,3923.0,235001.0,28678,263679,0.109,4,"(100000, 150000]",2
Brevard,2012,545625,44153,121226.0,41.56,30.0,265.0,505.0,2093.0,3945.0,11867.0,847.0,3583.0,235751.0,25295,261046,0.097,4,"(100000, 150000]",2
Brevard,2013,548424,44364,134018.0,46.16,20.0,277.0,470.0,2049.0,3751.0,10952.0,690.0,3320.0,235821.0,22337,258158,0.087,4,"(100000, 150000]",2
Brevard,2014,552427,44484,148864.0,59.97,17.0,247.0,414.0,1996.0,2874.0,10968.0,667.0,3110.0,239073.0,18496,257569,0.072,4,"(100000, 150000]",2
Brevard,2015,561714,45978,163714.0,48.55,24.0,338.0,449.0,2067.0,2855.0,11131.0,970.0,3175.0,241882.0,15575,257457,0.06,4,"(150000, 200000]",3
Brevard,2016,568919,46778,183626.0,56.28,20.0,255.0,451.0,2144.0,3249.0,10454.0,1154.0,3116.0,249817.0,13601,263418,0.052,4,"(150000, 200000]",3
Brevard,2017,575211,48469,203203.0,58.95,25.0,235.0,396.0,2047.0,2651.0,10588.0,1025.0,2950.0,256861.0,11744,268605,0.044,4,"(200000, 250000]",4
Brevard,2018,583563,49685,218059.0,46.72,29.0,216.0,336.0,1633.0,2262.0,9612.0,880.0,2565.0,266546.0,9942,276488,0.036,4,"(200000, 250000]",4
Broward,2001,1649925,33966,157649.0,62.26,90.0,598.0,3203.0,5815.0,13321.0,45021.0,9165.0,4680.0,846010.0,41512,887522,0.047,5,"(150000, 200000]",3
Broward,2002,1669153,34475,182073.0,57.26,90.0,582.0,2979.0,5311.0,12717.0,42822.0,8310.0,4362.0,844709.0,54000,898709,0.06,5,"(150000, 200000]",3
Broward,2003,1698425,35911,206370.0,61.53,67.0,630.0,2877.0,5244.0,11726.0,41282.0,7487.0,4081.0,855456.0,49950,905406,0.055,5,"(200000, 250000]",4
Broward,2004,1723131,37905,241251.0,47.98,63.0,665.0,3520.0,5917.0,13013.0,43933.0,7060.0,4304.0,880488.0,43874,924362,0.047,5,"(200000, 250000]",4
Broward,2005,1740987,39378,300050.0,58.46,63.0,664.0,3372.0,6143.0,13414.0,44903.0,7213.0,4352.0,922294.0,35325,957619,0.037,5,"(300000, 350000]",6
Broward,2006,1753162,41276,355442.0,46.03,87.0,587.0,3685.0,6152.0,13218.0,44240.0,7092.0,4281.0,952640.0,30571,983211,0.031,5,"(350000, 400000]",7
Broward,2007,1765707,42087,345161.0,54.05,105.0,562.0,4051.0,5940.0,14183.0,47763.0,6993.0,4508.0,964482.0,35944,1000426,0.036,5,"(300000, 350000]",6
Broward,2008,1758494,42718,271227.0,53.95,85.0,590.0,4045.0,5611.0,15684.0,49866.0,6208.0,4668.0,950763.0,55958,1006721,0.056,5,"(250000, 300000]",5
Broward,2009,1744922,43159,210529.0,54.73,76.0,517.0,3374.0,5363.0,15952.0,48487.0,5129.0,4522.0,891041.0,89510,980551,0.091,5,"(200000, 250000]",4
Broward,2010,1748066,43811,200405.0,55.14,63.0,510.0,3137.0,4673.0,17354.0,46243.0,4717.0,4381.0,837443.0,91372,928815,0.098,5,"(200000, 250000]",4
Broward,2011,1753162,44469,187486.0,50.31,59.0,528.0,3474.0,4455.0,18814.0,47633.0,4502.0,4533.0,856799.0,89372,946171,0.094,5,"(150000, 200000]",3
Broward,2012,1771099,45051,190500.0,67.51,80.0,522.0,3425.0,4509.0,17469.0,46079.0,4384.0,4318.0,878506.0,78762,957268,0.082,5,"(150000, 200000]",3
Broward,2013,1784715,45598,217878.0,64.03,80.0,568.0,2980.0,4249.0,15937.0,43853.0,3921.0,4011.0,903073.0,68660,971733,0.071,5,"(200000, 250000]",4
Broward,2014,1803903,47012,248511.0,58.14,75.0,614.0,2619.0,4201.0,11886.0,42114.0,3845.0,3623.0,925482.0,60158,985640,0.061,5,"(200000, 250000]",4
Broward,2015,1827367,48767,263397.0,52.54,85.0,592.0,2474.0,4363.0,10258.0,42671.0,4927.0,3577.0,940668.0,51365,992033,0.052,5,"(250000, 300000]",5
Broward,2016,1854513,49548,281879.0,52.77,81.0,559.0,2715.0,4195.0,8813.0,44436.0,5622.0,3582.0,961500.0,45759,1007259,0.045,5,"(250000, 300000]",5
Broward,2017,1873970,51259,302043.0,67.98,95.0,579.0,2522.0,4347.0,8186.0,43250.0,5955.0,3465.0,980078.0,40940,1021018,0.04,5,"(300000, 350000]",6
Broward,2018,1897976,52977,321243.0,53.0,96.0,628.0,2083.0,4264.0,6274.0,39804.0,5509.0,3091.0,996114.0,35454,1031568,0.034,5,"(300000, 350000]",6
Calhoun,2005,13945,24620,75834.0,62.58,1.0,3.0,0.0,19.0,41.0,67.0,15.0,1047.0,5050.0,197,5247,0.038,6,"(50000, 100000]",1
Calhoun,2006,14113,26709,83873.0,43.72,0.0,0.0,1.0,19.0,37.0,58.0,13.0,907.0,5216.0,170,5386,0.032,6,"(50000, 100000]",1
Calhoun,2007,14477,27445,85963.0,38.67,1.0,3.0,2.0,20.0,45.0,72.0,10.0,1057.0,5345.0,205,5550,0.037,6,"(50000, 100000]",1
Calhoun,2008,14310,27291,73915.0,59.94,0.0,3.0,3.0,23.0,44.0,96.0,3.0,1202.0,5439.0,318,5757,0.055,6,"(50000, 100000]",1
Calhoun,2009,14601,27601,63444.0,63.23,2.0,1.0,0.0,13.0,28.0,70.0,3.0,801.0,5413.0,504,5917,0.085,6,"(50000, 100000]",1
Calhoun,2010,14625,27999,58610.0,46.9,0.0,1.0,1.0,17.0,25.0,84.0,2.0,899.0,4754.0,515,5269,0.098,6,"(50000, 100000]",1
Calhoun,2011,14685,27861,55304.0,39.9,1.0,1.0,1.0,10.0,37.0,65.0,8.0,838.0,4672.0,540,5212,0.104,6,"(50000, 100000]",1
Calhoun,2012,14641,29194,57498.0,52.08,0.0,2.0,0.0,18.0,33.0,75.0,6.0,915.0,4583.0,477,5060,0.094,6,"(50000, 100000]",1
Calhoun,2013,14621,29469,63742.0,68.41,1.0,8.0,1.0,8.0,15.0,49.0,2.0,575.0,4503.0,403,4906,0.082,6,"(50000, 100000]",1
Calhoun,2014,14592,29911,70298.0,64.78,0.0,3.0,0.0,17.0,42.0,73.0,4.0,953.0,4586.0,353,4939,0.071,6,"(50000, 100000]",1
Calhoun,2015,14549,30811,78370.0,56.03,0.0,0.0,0.0,24.0,33.0,40.0,12.0,749.0,4654.0,306,4960,0.062,6,"(50000, 100000]",1
Calhoun,2016,14580,29059,88408.0,59.05,0.0,1.0,1.0,28.0,20.0,60.0,4.0,782.0,4713.0,290,5003,0.058,6,"(50000, 100000]",1
Calhoun,2017,15001,32057,97400.0,56.64,0.0,4.0,1.0,28.0,30.0,69.0,4.0,907.0,4724.0,245,4969,0.049,6,"(50000, 100000]",1
Calhoun,2018,15093,32746,102023.0,70.79,2.0,0.0,1.0,28.0,33.0,70.0,8.0,941.0,4726.0,214,4940,0.043,6,"(100000, 150000]",2
Charlotte,2001,144571,25404,113859.0,50.5,5.0,25.0,32.0,275.0,977.0,2769.0,260.0,3004.0,53641.0,2546,56187,0.045,7,"(100000, 150000]",2
Charlotte,2002,148521,26119,124493.0,52.92,2.0,38.0,54.0,387.0,1081.0,3013.0,255.0,3252.0,56180.0,3452,59632,0.058,7,"(100000, 150000]",2
Charlotte,2003,151994,25627,141413.0,62.89,4.0,29.0,51.0,338.0,1259.0,3027.0,248.0,3261.0,56570.0,3292,59862,0.055,7,"(100000, 150000]",2
Charlotte,2004,156985,29998,166537.0,50.87,5.0,41.0,82.0,490.0,1267.0,3118.0,272.0,3360.0,58148.0,3371,61519,0.055,7,"(150000, 200000]",3
Charlotte,2005,154030,31937,209002.0,59.04,2.0,44.0,64.0,598.0,1200.0,3437.0,312.0,3673.0,63430.0,2658,66088,0.04,7,"(200000, 250000]",4
Charlotte,2006,160315,32370,245757.0,46.19,2.0,19.0,95.0,617.0,1343.0,3754.0,357.0,3859.0,67201.0,2332,69533,0.034,7,"(200000, 250000]",4
Charlotte,2007,164584,32833,215102.0,33.33,10.0,29.0,73.0,518.0,1149.0,3365.0,258.0,3282.0,66269.0,3607,69876,0.052,7,"(200000, 250000]",4
Charlotte,2008,165781,32927,175550.0,50.95,3.0,15.0,72.0,438.0,1274.0,3506.0,227.0,3339.0,63728.0,5803,69531,0.083,7,"(150000, 200000]",3
Charlotte,2009,165455,32563,148316.0,45.38,3.0,21.0,62.0,376.0,1068.0,2906.0,177.0,2788.0,60681.0,8177,68858,0.119,7,"(100000, 150000]",2
Charlotte,2010,159978,32414,140120.0,52.32,1.0,29.0,47.0,303.0,1153.0,2934.0,112.0,2746.0,57567.0,8129,65696,0.124,7,"(100000, 150000]",2
Charlotte,2011,160463,32830,127322.0,46.4,2.0,32.0,53.0,300.0,1144.0,2780.0,113.0,2757.0,57979.0,7363,65342,0.113,7,"(100000, 150000]",2
Charlotte,2012,163357,33218,130396.0,49.99,1.0,24.0,37.0,326.0,910.0,2475.0,122.0,2384.0,59064.0,6420,65484,0.098,7,"(100000, 150000]",2
Charlotte,2013,163679,34046,147542.0,57.07,1.0,39.0,35.0,296.0,784.0,2511.0,114.0,2309.0,60527.0,5528,66055,0.084,7,"(100000, 150000]",2
Charlotte,2014,164467,34559,161251.0,52.84,2.0,25.0,28.0,230.0,560.0,2248.0,105.0,1944.0,62075.0,4719,66794,0.071,7,"(150000, 200000]",3
Charlotte,2015,167141,35668,176089.0,54.69,1.0,31.0,30.0,264.0,416.0,2064.0,110.0,1745.0,63810.0,4118,67928,0.061,7,"(150000, 200000]",3
Charlotte,2016,170450,36356,195990.0,59.51,5.0,35.0,20.0,331.0,432.0,2127.0,112.0,1796.0,65781.0,3738,69519,0.054,7,"(150000, 200000]",3
Charlotte,2017,172720,37707,210380.0,57.34,1.0,33.0,28.0,314.0,391.0,1781.0,127.0,1549.0,66612.0,3350,69962,0.048,7,"(200000, 250000]",4
Charlotte,2018,177987,38922,222048.0,56.29,2.0,32.0,19.0,308.0,255.0,1724.0,114.0,1379.0,67839.0,2904,70743,0.041,7,"(200000, 250000]",4
Citrus,2001,120471,25954,101631.0,50.45,5.0,54.0,24.0,232.0,710.0,1685.0,135.0,2362.0,42040.0,2613,44653,0.059,8,"(100000, 150000]",2
Citrus,2002,123008,25958,106533.0,62.54,4.0,40.0,24.0,297.0,785.0,1690.0,150.0,2431.0,43120.0,3156,46276,0.068,8,"(100000, 150000]",2
Citrus,2003,125804,27616,113798.0,61.85,3.0,56.0,20.0,279.0,576.0,1839.0,154.0,2327.0,44264.0,2984,47248,0.063,8,"(100000, 150000]",2
Citrus,2004,129110,28582,126270.0,59.17,2.0,40.0,22.0,293.0,607.0,1710.0,179.0,2210.0,45536.0,2697,48233,0.056,8,"(100000, 150000]",2
Citrus,2005,132635,30265,155574.0,54.18,6.0,33.0,28.0,284.0,545.0,1798.0,140.0,2137.0,49126.0,2198,51324,0.043,8,"(150000, 200000]",3
Citrus,2006,136749,31438,189998.0,41.37,1.0,48.0,36.0,316.0,643.0,2025.0,174.0,2371.0,52465.0,2087,54552,0.038,8,"(150000, 200000]",3
Citrus,2007,140124,31729,184402.0,50.04,4.0,37.0,41.0,314.0,700.0,1880.0,164.0,2241.0,52797.0,2844,55641,0.051,8,"(150000, 200000]",3
Citrus,2008,142043,31664,159017.0,47.03,7.0,32.0,59.0,354.0,776.0,2099.0,209.0,2489.0,51889.0,4727,56616,0.083,8,"(150000, 200000]",3
Citrus,2009,142609,33564,136394.0,49.31,2.0,40.0,46.0,411.0,815.0,2103.0,150.0,2501.0,49892.0,6870,56762,0.121,8,"(100000, 150000]",2
Citrus,2010,141236,34679,125483.0,47.76,7.0,41.0,54.0,355.0,916.0,2382.0,132.0,2733.0,45375.0,6976,52351,0.133,8,"(100000, 150000]",2
Citrus,2011,140956,35028,111847.0,48.13,5.0,34.0,69.0,303.0,832.0,2173.0,133.0,2518.0,45289.0,6467,51756,0.125,8,"(100000, 150000]",2
Citrus,2012,140761,35470,105718.0,57.33,5.0,35.0,57.0,324.0,737.0,1971.0,129.0,2315.0,45575.0,5682,51257,0.111,8,"(100000, 150000]",2
Citrus,2013,140519,35556,109318.0,48.71,5.0,45.0,65.0,363.0,631.0,1911.0,107.0,2225.0,44323.0,4979,49302,0.101,8,"(100000, 150000]",2
Citrus,2014,140798,35142,111187.0,63.49,4.0,50.0,50.0,339.0,528.0,1709.0,145.0,2006.0,43951.0,4235,48186,0.088,8,"(100000, 150000]",2
Citrus,2015,141501,35716,120496.0,48.54,2.0,49.0,37.0,304.0,405.0,1400.0,107.0,1628.0,44364.0,3642,48006,0.076,8,"(100000, 150000]",2
Citrus,2016,143054,35475,129828.0,52.07,4.0,40.0,39.0,255.0,426.0,1443.0,110.0,1620.0,44748.0,3258,48006,0.068,8,"(100000, 150000]",2
Citrus,2017,143801,36520,144371.0,50.72,3.0,42.0,40.0,314.0,431.0,1472.0,134.0,1694.0,44981.0,2841,47822,0.059,8,"(100000, 150000]",2
Citrus,2018,145721,37288,158431.0,66.26,2.0,19.0,42.0,282.0,369.0,1505.0,230.0,1681.0,44941.0,2532,47473,0.053,8,"(150000, 200000]",3
Clay,2001,142838,22782,132883.0,48.83,3.0,88.0,80.0,470.0,699.0,3723.0,257.0,3724.0,72749.0,2997,75746,0.04,9,"(100000, 150000]",2
Clay,2002,149901,23610,138420.0,53.68,2.0,71.0,73.0,428.0,787.0,2965.0,251.0,3053.0,72821.0,3884,76705,0.051,9,"(100000, 150000]",2
Clay,2003,156011,26836,147022.0,53.47,4.0,57.0,82.0,356.0,716.0,2356.0,262.0,2457.0,74524.0,3594,78118,0.046,9,"(100000, 150000]",2
