county,year,totalpopulation,average_yearly_wage,singlefamilymedianhomevalue,value_inches,murder,rape,robbery,aggravated_assault,burglary,larceny,motor_vehicle_theft,index_per_100k,employment,unemployment,labor_force,unemployment_rate,county_code,SFMHVrange,SFMHVclass
Sarasota,2007,387461,35555,238174.0,35.92,21.0,116.0,370.0,1015.0,3285.0,10320.0,828.0,4173.0,163784.0,7825,171609,0.046,55,"(200000, 250000]",4
Sarasota,2008,393608,34837,174338.0,46.29,16.0,109.0,396.0,965.0,3531.0,10468.0,663.0,4156.0,154823.0,12337,167160,0.074,55,"(150000, 200000]",3
Sarasota,2009,389320,34080,123465.0,44.3,16.0,106.0,332.0,986.0,3383.0,9816.0,589.0,4015.0,143465.0,18334,161799,0.113,55,"(100000, 150000]",2
Sarasota,2010,379448,34070,111826.0,51.1,12.0,87.0,335.0,952.0,3421.0,9033.0,466.0,3733.0,147114.0,18643,165757,0.112,55,"(100000, 150000]",2
Sarasota,2011,381319,34615,107625.0,43.98,17.0,100.0,369.0,951.0,3437.0,9264.0,431.0,3821.0,148948.0,16919,165867,0.102,55,"(100000, 150000]",2
Sarasota,2012,383664,34921,109119.0,53.24,17.0,91.0,287.0,793.0,2730.0,7832.0,378.0,3198.0,152422.0,14509,166931,0.087,55,"(100000, 150000]",2
Sarasota,2013,385292,36173,122293.0,58.91,7.0,86.0,261.0,746.0,2290.0,7327.0,376.0,2913.0,157879.0,12409,170288,0.073,55,"(100000, 150000]",2
Sarasota,2014,387140,36727,141890.0,57.06,9.0,92.0,224.0,673.0,1828.0,6767.0,337.0,2595.0,164132.0,10505,174637,0.06,55,"(100000, 150000]",2
Sarasota,2015,392090,42890,159029.0,54.65,11.0,103.0,200.0,710.0,1654.0,6634.0,340.0,2490.0,169363.0,9141,178504,0.051,55,"(150000, 200000]",3
Sarasota,2016,399538,43614,182569.0,57.47,9.0,76.0,169.0,647.0,1343.0,6354.0,389.0,2275.0,173272.0,8335,181607,0.046,55,"(150000, 200000]",3
Sarasota,2017,407260,45261,200837.0,62.34,8.0,82.0,166.0,715.0,1204.0,6013.0,325.0,2114.0,177095.0,7362,184457,0.04,55,"(200000, 250000]",4
Sarasota,2018,417442,47359,217534.0,59.85,10.0,79.0,155.0,703.0,1076.0,6141.0,407.0,2076.0,180552.0,6480,187032,0.035,55,"(200000, 250000]",4
Seminole,2001,377960,25440,125833.0,52.93,7.0,119.0,352.0,1641.0,2721.0,9438.0,1227.0,4102.0,205653.0,8881,214534,0.041,56,"(100000, 150000]",2
Seminole,2002,387626,25004,129737.0,67.09,7.0,125.0,348.0,1224.0,2541.0,8349.0,1149.0,3545.0,201686.0,12108,213794,0.057,56,"(100000, 150000]",2
Seminole,2003,394900,26412,137980.0,51.87,19.0,134.0,279.0,1160.0,2529.0,8499.0,898.0,3423.0,203760.0,11145,214905,0.052,56,"(100000, 150000]",2
Seminole,2004,403361,27768,154943.0,57.02,18.0,136.0,282.0,932.0,2412.0,7578.0,869.0,3031.0,209455.0,9557,219012,0.044,56,"(150000, 200000]",3
Seminole,2005,411744,29788,196301.0,58.72,7.0,149.0,325.0,949.0,2622.0,8416.0,1230.0,3327.0,219393.0,7639,227032,0.034,56,"(150000, 200000]",3
Seminole,2006,420667,32641,227873.0,39.31,17.0,120.0,363.0,806.0,2675.0,8127.0,1318.0,3192.0,227390.0,6895,234285,0.029,56,"(200000, 250000]",4
Seminole,2007,425698,31966,213350.0,39.97,20.0,142.0,437.0,874.0,2680.0,7503.0,1137.0,3005.0,229929.0,8715,238644,0.037,56,"(200000, 250000]",4
Seminole,2008,426413,32107,190870.0,56.18,15.0,109.0,442.0,971.0,3057.0,8438.0,1048.0,3302.0,227205.0,13973,241178,0.058,56,"(150000, 200000]",3
Seminole,2009,423759,32508,175154.0,47.45,12.0,126.0,435.0,1017.0,2762.0,7905.0,743.0,3068.0,212497.0,23177,235674,0.098,56,"(150000, 200000]",3
Seminole,2010,422718,32486,168951.0,43.34,11.0,135.0,375.0,929.0,2668.0,7598.0,542.0,2918.0,205181.0,23532,228713,0.103,56,"(150000, 200000]",3
Seminole,2011,424587,32737,158900.0,50.9,13.0,117.0,353.0,936.0,2691.0,7489.0,538.0,2859.0,207265.0,21998,229263,0.096,56,"(150000, 200000]",3
Seminole,2012,428104,33330,156266.0,45.66,17.0,106.0,357.0,834.0,2478.0,7200.0,504.0,2685.0,210480.0,19142,229622,0.083,56,"(150000, 200000]",3
Seminole,2013,431074,33117,166272.0,48.02,6.0,116.0,288.0,992.0,2785.0,7599.0,574.0,2867.0,216145.0,16164,232309,0.07,56,"(150000, 200000]",3
Seminole,2014,437086,33901,170437.0,58.13,12.0,134.0,240.0,1042.0,2194.0,7325.0,472.0,2613.0,221800.0,13852,235652,0.059,56,"(150000, 200000]",3
Seminole,2015,442903,43653,175631.0,46.66,9.0,190.0,248.0,1066.0,2201.0,7370.0,486.0,2612.0,225741.0,11808,237549,0.05,56,"(150000, 200000]",3
Seminole,2016,449124,44588,180440.0,48.99,25.0,194.0,292.0,1184.0,1936.0,7764.0,516.0,2652.0,232335.0,10477,242812,0.043,56,"(150000, 200000]",3
Seminole,2017,454757,46699,195521.0,50.51,17.0,214.0,226.0,1044.0,1590.0,7266.0,505.0,2389.0,237683.0,9304,246987,0.038,56,"(150000, 200000]",3
Seminole,2018,463560,48718,207677.0,52.63,18.0,242.0,227.0,968.0,1354.0,6611.0,494.0,2139.0,241785.0,8209,249994,0.033,56,"(200000, 250000]",4
St. Johns,2001,128604,29030,156407.0,54.3,7.0,20.0,67.0,485.0,811.0,2449.0,210.0,3148.0,66453.0,2630,69083,0.038,57,"(150000, 200000]",3
St. Johns,2002,133953,29213,173440.0,52.31,0.0,10.0,25.0,127.0,131.0,901.0,56.0,933.0,67123.0,3198,70321,0.045,57,"(150000, 200000]",3
St. Johns,2003,139849,31416,195157.0,52.11,4.0,10.0,77.0,489.0,704.0,2591.0,220.0,2928.0,69518.0,3098,72616,0.043,57,"(150000, 200000]",3
St. Johns,2004,149336,33367,223698.0,54.7,2.0,11.0,68.0,526.0,999.0,2780.0,259.0,3110.0,74386.0,2929,77315,0.038,57,"(200000, 250000]",4
St. Johns,2005,157278,35455,291303.0,62.12,3.0,22.0,69.0,499.0,973.0,2737.0,249.0,2894.0,80952.0,2555,83507,0.031,57,"(250000, 300000]",5
St. Johns,2006,165291,37363,340783.0,32.75,6.0,30.0,72.0,544.0,1020.0,2864.0,261.0,2902.0,86169.0,2406,88575,0.027,57,"(300000, 350000]",6
St. Johns,2007,173935,37737,292827.0,51.72,4.0,30.0,90.0,544.0,1348.0,3452.0,306.0,3320.0,89382.0,3045,92427,0.033,57,"(250000, 300000]",5
St. Johns,2008,181180,38200,234805.0,51.18,4.0,27.0,71.0,581.0,1085.0,4010.0,266.0,3336.0,91366.0,4996,96362,0.052,57,"(200000, 250000]",4
St. Johns,2009,183572,38454,188750.0,59.43,3.0,29.0,73.0,482.0,1133.0,3711.0,273.0,3107.0,88459.0,8111,96570,0.084,57,"(150000, 200000]",3
St. Johns,2010,190039,38669,177976.0,36.38,7.0,21.0,77.0,483.0,1000.0,3355.0,182.0,2763.0,90007.0,8312,98319,0.085,57,"(150000, 200000]",3
St. Johns,2011,192852,39166,168334.0,45.69,6.0,12.0,78.0,494.0,979.0,3526.0,212.0,2752.0,93024.0,7786,100810,0.077,57,"(150000, 200000]",3
St. Johns,2012,196071,39908,169179.0,54.2,8.0,17.0,58.0,500.0,929.0,3514.0,167.0,2649.0,96348.0,6964,103312,0.067,57,"(150000, 200000]",3
St. Johns,2013,201541,40567,192426.0,54.29,2.0,16.0,55.0,451.0,839.0,3192.0,161.0,2340.0,100940.0,6065,107005,0.057,57,"(150000, 200000]",3
St. Johns,2014,207443,41603,209002.0,56.86,4.0,24.0,57.0,458.0,699.0,2994.0,169.0,2123.0,105091.0,5338,110429,0.048,57,"(200000, 250000]",4
St. Johns,2015,213566,40361,230899.0,47.52,4.0,28.0,31.0,352.0,569.0,2882.0,170.0,1890.0,109271.0,4527,113798,0.04,57,"(200000, 250000]",4
St. Johns,2016,220257,43614,252919.0,43.36,8.0,21.0,46.0,385.0,693.0,2840.0,148.0,1880.0,114422.0,4544,118966,0.038,57,"(250000, 300000]",5
St. Johns,2017,229715,43395,261721.0,68.44,4.0,25.0,63.0,337.0,630.0,2564.0,187.0,1659.0,120488.0,4279,124767,0.034,57,"(250000, 300000]",5
St. Johns,2018,238742,45475,269234.0,61.19,4.0,42.0,39.0,286.0,390.0,2387.0,214.0,1408.0,126213.0,3841,130054,0.03,57,"(250000, 300000]",5
St. Lucie,2001,198253,31951,153141.0,57.53,24.0,95.0,363.0,960.0,2130.0,4931.0,528.0,4555.0,85370.0,5922,91292,0.065,58,"(150000, 200000]",3
St. Lucie,2002,203360,32637,165860.0,51.72,11.0,99.0,316.0,943.0,2387.0,5208.0,684.0,4744.0,87697.0,7016,94713,0.074,58,"(150000, 200000]",3
St. Lucie,2003,211898,33629,180337.0,53.81,17.0,111.0,334.0,985.0,2441.0,5319.0,587.0,4622.0,91824.0,6647,98471,0.068,58,"(150000, 200000]",3
St. Lucie,2004,226216,35137,200841.0,56.85,8.0,102.0,244.0,890.0,2324.0,4880.0,596.0,3998.0,97567.0,6774,104341,0.065,58,"(200000, 250000]",4
St. Lucie,2005,240039,37126,251352.0,58.74,11.0,90.0,256.0,955.0,2186.0,4628.0,773.0,3707.0,107512.0,5436,112948,0.048,58,"(250000, 300000]",5
St. Lucie,2006,259315,37815,313380.0,35.07,12.0,109.0,301.0,979.0,2443.0,5372.0,624.0,3795.0,114472.0,5005,119477,0.042,58,"(300000, 350000]",6
St. Lucie,2007,271961,38582,304016.0,47.99,12.0,138.0,327.0,1053.0,2391.0,5244.0,529.0,3564.0,116666.0,7185,123851,0.058,58,"(300000, 350000]",6
St. Lucie,2008,276585,38860,253124.0,60.74,11.0,109.0,348.0,951.0,2559.0,5548.0,393.0,3586.0,113354.0,11133,124487,0.089,58,"(250000, 300000]",5
St. Lucie,2009,272864,38404,204347.0,41.31,9.0,103.0,238.0,812.0,2435.0,5131.0,276.0,3300.0,107098.0,16567,123665,0.134,58,"(200000, 250000]",4
St. Lucie,2010,277789,38512,180976.0,43.37,18.0,105.0,233.0,704.0,2168.0,4930.0,258.0,3085.0,110442.0,16994,127436,0.133,58,"(150000, 200000]",3
St. Lucie,2011,279696,39359,159012.0,49.19,19.0,80.0,305.0,672.0,2563.0,5463.0,353.0,3380.0,111837.0,16073,127910,0.126,58,"(150000, 200000]",3
St. Lucie,2012,280355,40249,158319.0,49.01,7.0,110.0,223.0,715.0,2001.0,4673.0,273.0,2854.0,113893.0,14471,128364,0.113,58,"(150000, 200000]",3
St. Lucie,2013,281151,40948,181014.0,48.32,15.0,68.0,173.0,893.0,1891.0,4304.0,279.0,2711.0,115651.0,13390,129041,0.104,58,"(150000, 200000]",3
St. Lucie,2014,282821,41919,201033.0,50.04,20.0,64.0,174.0,651.0,1353.0,4460.0,281.0,2476.0,119663.0,10741,130404,0.082,58,"(200000, 250000]",4
St. Lucie,2015,287749,38021,211452.0,47.47,14.0,74.0,185.0,580.0,1148.0,4405.0,294.0,2328.0,123346.0,8477,131823,0.064,58,"(200000, 250000]",4
St. Lucie,2016,292826,38714,231050.0,59.98,13.0,74.0,157.0,581.0,1129.0,4211.0,285.0,2203.0,127736.0,7921,135657,0.058,58,"(200000, 250000]",4
St. Lucie,2017,297634,40043,249648.0,62.62,12.0,83.0,142.0,484.0,881.0,3885.0,299.0,1944.0,131816.0,7259,139075,0.052,58,"(200000, 250000]",4
St. Lucie,2018,302432,41155,267686.0,45.33,18.0,97.0,132.0,556.0,702.0,3465.0,294.0,1741.0,136218.0,6409,142627,0.045,58,"(250000, 300000]",5
Sumter,2001,56932,28247,141465.0,51.1,1.0,21.0,34.0,188.0,405.0,646.0,95.0,2442.0,16500.0,981,17481,0.056,59,"(100000, 150000]",2
Sumter,2002,61348,28090,151743.0,64.42,1.0,20.0,34.0,194.0,373.0,729.0,118.0,2395.0,17514.0,1118,18632,0.06,59,"(150000, 200000]",3
Sumter,2003,63001,29192,162431.0,58.47,4.0,14.0,27.0,168.0,297.0,710.0,85.0,2071.0,18461.0,1032,19493,0.053,59,"(150000, 200000]",3
Sumter,2004,66416,29490,178084.0,55.75,3.0,33.0,22.0,248.0,299.0,752.0,87.0,2174.0,20065.0,986,21051,0.047,59,"(150000, 200000]",3
Sumter,2005,74052,30030,201763.0,55.84,0.0,44.0,13.0,206.0,326.0,667.0,69.0,1789.0,24685.0,870,25555,0.034,59,"(200000, 250000]",4
Sumter,2006,82599,30828,231899.0,38.88,2.0,37.0,39.0,191.0,357.0,651.0,65.0,1625.0,28936.0,832,29768,0.028,59,"(200000, 250000]",4
Sumter,2007,89771,33831,244142.0,45.3,3.0,23.0,35.0,177.0,404.0,715.0,63.0,1582.0,30390.0,1119,31509,0.036,59,"(200000, 250000]",4
Sumter,2008,93034,32499,223096.0,46.44,2.0,21.0,29.0,171.0,370.0,819.0,77.0,1600.0,29145.0,1789,30934,0.058,59,"(200000, 250000]",4
Sumter,2009,95326,32547,204634.0,48.96,1.0,32.0,19.0,153.0,369.0,712.0,48.0,1399.0,28967.0,2910,31877,0.091,59,"(200000, 250000]",4
Sumter,2010,93420,32739,201161.0,46.61,3.0,26.0,15.0,161.0,296.0,575.0,45.0,1151.0,21850.0,3230,25080,0.129,59,"(200000, 250000]",4
Sumter,2011,96615,34917,197715.0,48.64,1.0,19.0,19.0,138.0,298.0,614.0,47.0,1176.0,22746.0,3155,25901,0.122,59,"(150000, 200000]",3
Sumter,2012,100198,35894,198611.0,53.17,0.0,16.0,17.0,116.0,321.0,559.0,45.0,1072.0,23804.0,2908,26712,0.109,59,"(150000, 200000]",3
Sumter,2013,105104,37574,215657.0,48.46,2.0,14.0,22.0,137.0,317.0,612.0,53.0,1101.0,24872.0,2658,27530,0.097,59,"(200000, 250000]",4
Sumter,2014,111125,36931,243689.0,56.9,2.0,27.0,18.0,141.0,353.0,687.0,54.0,1154.0,25819.0,2424,28243,0.086,59,"(200000, 250000]",4
Sumter,2015,115657,36956,249876.0,47.65,1.0,18.0,20.0,218.0,311.0,763.0,61.0,1204.0,26518.0,2232,28750,0.078,59,"(200000, 250000]",4
Sumter,2016,118577,38010,247293.0,47.85,1.0,25.0,12.0,254.0,277.0,763.0,53.0,1168.0,27358.0,2132,29490,0.072,59,"(200000, 250000]",4
Sumter,2017,120700,39789,254539.0,53.5,6.0,24.0,24.0,251.0,310.0,782.0,66.0,1212.0,28364.0,1869,30233,0.062,59,"(250000, 300000]",5
Sumter,2018,124935,41043,267079.0,59.41,8.0,23.0,16.0,180.0,263.0,729.0,159.0,1103.0,29657.0,1642,31299,0.052,59,"(250000, 300000]",5
Suwannee,2003,37198,23240,66491.0,60.56,1.0,9.0,31.0,124.0,394.0,562.0,87.0,3247.0,15331.0,753,16084,0.047,60,"(50000, 100000]",1
Suwannee,2004,37713,25078,86331.0,62.19,0.0,16.0,17.0,153.0,405.0,596.0,81.0,3362.0,15453.0,710,16163,0.044,60,"(50000, 100000]",1
Suwannee,2005,38174,25842,108354.0,58.4,1.0,26.0,14.0,159.0,272.0,525.0,53.0,2751.0,16031.0,607,16638,0.036,60,"(100000, 150000]",2
Suwannee,2006,38799,27157,127007.0,39.74,0.0,10.0,20.0,154.0,263.0,451.0,62.0,2474.0,16405.0,551,16956,0.032,60,"(100000, 150000]",2
Suwannee,2007,39608,27494,124545.0,40.43,3.0,5.0,21.0,223.0,322.0,472.0,109.0,2916.0,16707.0,643,17350,0.037,60,"(100000, 150000]",2
Suwannee,2008,40927,28370,106721.0,49.69,3.0,11.0,34.0,178.0,306.0,444.0,60.0,2531.0,15979.0,1029,17008,0.061,60,"(100000, 150000]",2
Suwannee,2009,40230,27657,91461.0,50.31,0.0,13.0,53.0,160.0,306.0,435.0,65.0,2565.0,15765.0,1685,17450,0.097,60,"(50000, 100000]",1
Suwannee,2010,41551,28144,84321.0,47.53,4.0,7.0,24.0,144.0,351.0,488.0,58.0,2632.0,17184.0,1804,18988,0.095,60,"(50000, 100000]",1
Suwannee,2011,43215,28244,79993.0,47.27,1.0,6.0,17.0,151.0,329.0,487.0,41.0,2388.0,17028.0,1723,18751,0.092,60,"(50000, 100000]",1
Suwannee,2012,43796,28871,80962.0,67.29,1.0,2.0,17.0,131.0,337.0,402.0,26.0,2092.0,16714.0,1506,18220,0.083,60,"(50000, 100000]",1
Suwannee,2013,43873,29720,87853.0,58.17,3.0,8.0,23.0,132.0,319.0,455.0,25.0,2200.0,16726.0,1302,18028,0.072,60,"(50000, 100000]",1
Suwannee,2014,44168,30421,97037.0,71.38,0.0,5.0,19.0,176.0,242.0,400.0,27.0,1967.0,16781.0,1163,17944,0.065,60,"(50000, 100000]",1
Suwannee,2015,44452,31346,108539.0,49.16,1.0,4.0,19.0,116.0,171.0,325.0,26.0,1489.0,17014.0,991,18005,0.055,60,"(100000, 150000]",2
Suwannee,2016,44349,32359,118571.0,50.81,4.0,11.0,33.0,193.0,247.0,355.0,52.0,2018.0,17342.0,901,18243,0.049,60,"(100000, 150000]",2
Suwannee,2017,44690,33592,128076.0,54.21,0.0,15.0,8.0,166.0,188.0,296.0,35.0,1584.0,17535.0,791,18326,0.043,60,"(100000, 150000]",2
Suwannee,2018,44879,34894,134523.0,67.33,1.0,14.0,14.0,135.0,212.0,320.0,29.0,1616.0,17474.0,684,18158,0.038,60,"(100000, 150000]",2
Taylor,2001,19521,27425,54916.0,42.13,0.0,10.0,19.0,107.0,262.0,347.0,26.0,3950.0,7730.0,567,8297,0.068,61,"(50000, 100000]",1
Taylor,2002,19800,27509,58796.0,57.39,1.0,6.0,14.0,139.0,292.0,416.0,57.0,4672.0,7967.0,580,8547,0.068,61,"(50000, 100000]",1
Taylor,2003,20646,28430,63595.0,70.02,2.0,14.0,15.0,143.0,296.0,405.0,55.0,4505.0,7662.0,558,8220,0.068,61,"(50000, 100000]",1
Taylor,2004,20941,28618,73013.0,61.24,1.0,15.0,13.0,107.0,292.0,340.0,27.0,3796.0,7920.0,459,8379,0.055,61,"(50000, 100000]",1
Taylor,2005,21310,30072,87957.0,62.84,0.0,9.0,6.0,178.0,237.0,256.0,19.0,3308.0,8456.0,357,8813,0.041,61,"(50000, 100000]",1
Taylor,2006,21471,30922,99766.0,39.59,1.0,12.0,9.0,160.0,154.0,136.0,18.0,2282.0,8408.0,347,8755,0.04,61,"(50000, 100000]",1
Taylor,2007,22516,33075,96260.0,38.76,0.0,10.0,14.0,272.0,196.0,252.0,24.0,3411.0,8431.0,383,8814,0.043,61,"(50000, 100000]",1
Taylor,2008,23199,33167,81374.0,53.56,1.0,21.0,14.0,238.0,256.0,282.0,28.0,3621.0,8525.0,614,9139,0.067,61,"(50000, 100000]",1
Taylor,2009,23164,33708,68569.0,54.71,4.0,23.0,11.0,183.0,253.0,253.0,21.0,3229.0,8181.0,986,9167,0.108,61,"(50000, 100000]",1
Taylor,2010,22570,35625,63102.0,55.28,3.0,21.0,8.0,126.0,181.0,228.0,7.0,2483.0,8430.0,960,9390,0.102,61,"(50000, 100000]",1
Taylor,2011,22500,36468,60739.0,41.98,3.0,11.0,7.0,135.0,199.0,167.0,14.0,2382.0,8445.0,943,9388,0.1,61,"(50000, 100000]",1
Taylor,2012,22898,36491,61303.0,65.36,3.0,10.0,6.0,134.0,117.0,164.0,15.0,1961.0,8484.0,866,9350,0.093,61,"(50000, 100000]",1
Taylor,2013,23018,37593,67644.0,59.58,2.0,18.0,4.0,178.0,116.0,215.0,11.0,2363.0,8690.0,774,9464,0.082,61,"(50000, 100000]",1
Taylor,2014,22932,37220,73924.0,68.83,0.0,17.0,5.0,135.0,112.0,216.0,18.0,2193.0,8689.0,660,9349,0.071,61,"(50000, 100000]",1
Taylor,2015,22824,40705,83182.0,48.61,2.0,10.0,8.0,235.0,127.0,294.0,20.0,3049.0,8404.0,611,9015,0.068,61,"(50000, 100000]",1
Taylor,2016,22478,38014,89980.0,56.83,3.0,14.0,4.0,240.0,157.0,275.0,23.0,3185.0,8383.0,483,8866,0.054,61,"(50000, 100000]",1
Taylor,2017,22295,39208,97088.0,53.76,0.0,19.0,13.0,235.0,186.0,284.0,27.0,3427.0,8363.0,398,8761,0.045,61,"(50000, 100000]",1
Taylor,2018,22283,40110,103411.0,77.75,3.0,12.0,6.0,221.0,186.0,262.0,32.0,3240.0,8316.0,336,8652,0.039,61,"(100000, 150000]",2
Union,2005,15046,30772,121176.0,55.52,0.0,10.0,4.0,47.0,80.0,131.0,33.0,2027.0,4893.0,152,5045,0.03,62,"(100000, 150000]",2
Union,2006,15028,31598,127627.0,40.75,1.0,6.0,9.0,36.0,71.0,118.0,22.0,1750.0,4987.0,135,5122,0.026,62,"(100000, 150000]",2
Union,2007,15722,31775,131732.0,41.12,0.0,4.0,4.0,57.0,73.0,72.0,18.0,1450.0,4973.0,163,5136,0.032,62,"(100000, 150000]",2
Union,2008,15974,31997,113163.0,49.18,1.0,1.0,4.0,50.0,60.0,55.0,15.0,1164.0,5045.0,264,5309,0.05,62,"(100000, 150000]",2
Union,2009,15576,33539,96608.0,53.59,1.0,4.0,2.0,25.0,51.0,59.0,12.0,989.0,4982.0,406,5388,0.075,62,"(50000, 100000]",1
Union,2010,15535,33411,89888.0,44.4,0.0,2.0,1.0,44.0,73.0,66.0,3.0,1194.0,4989.0,447,5436,0.082,62,"(50000, 100000]",1
Union,2011,15473,33075,84923.0,49.32,0.0,2.0,5.0,28.0,80.0,85.0,5.0,1325.0,4727.0,421,5148,0.082,62,"(50000, 100000]",1
Union,2012,15510,33684,83705.0,64.19,1.0,1.0,7.0,29.0,64.0,80.0,9.0,1231.0,4676.0,376,5052,0.074,62,"(50000, 100000]",1
Union,2013,15483,34060,91497.0,52.63,3.0,2.0,2.0,43.0,39.0,66.0,3.0,1020.0,4641.0,327,4968,0.066,62,"(50000, 100000]",1
Union,2014,15647,34270,99987.0,60.55,0.0,3.0,1.0,42.0,58.0,51.0,6.0,1029.0,4436.0,291,4727,0.062,62,"(50000, 100000]",1
Union,2015,15918,34267,109014.0,47.87,0.0,1.0,1.0,16.0,30.0,38.0,6.0,578.0,4520.0,233,4753,0.049,62,"(100000, 150000]",2
Union,2016,15887,35374,119872.0,45.8,2.0,0.0,2.0,33.0,25.0,34.0,1.0,611.0,4601.0,210,4811,0.044,62,"(100000, 150000]",2
Union,2017,15947,36174,126425.0,59.96,1.0,0.0,3.0,27.0,60.0,48.0,4.0,897.0,4626.0,182,4808,0.038,62,"(100000, 150000]",2
Union,2018,15867,38187,140316.0,58.11,0.0,2.0,3.0,28.0,29.0,36.0,2.0,630.0,4458.0,152,4610,0.033,62,"(100000, 150000]",2
Volusia,2001,452050,26064,111422.0,58.0,20.0,256.0,611.0,2162.0,4862.0,11749.0,1616.0,4707.0,206227.0,9547,215774,0.044,63,"(100000, 150000]",2
Volusia,2002,459737,26947,121074.0,61.06,30.0,280.0,694.0,1882.0,5222.0,12088.0,1837.0,4793.0,208182.0,12545,220727,0.057,63,"(100000, 150000]",2
Volusia,2003,470770,28037,135263.0,54.21,18.0,273.0,725.0,1933.0,5148.0,12087.0,2098.0,4734.0,214968.0,11983,226951,0.053,63,"(100000, 150000]",2
Volusia,2004,484261,29346,157674.0,62.17,19.0,205.0,649.0,2029.0,4626.0,11343.0,2173.0,4346.0,223275.0,11085,234360,0.047,63,"(150000, 200000]",3
Volusia,2005,494649,29927,195580.0,64.22,28.0,218.0,617.0,1787.0,4282.0,11093.0,1800.0,4009.0,235627.0,9061,244688,0.037,63,"(150000, 200000]",3
Volusia,2006,503844,31197,238134.0,36.52,21.0,180.0,636.0,1800.0,5406.0,11874.0,1855.0,4322.0,241875.0,8213,250088,0.033,63,"(200000, 250000]",4
Volusia,2007,508014,32196,225245.0,45.01,20.0,190.0,728.0,1890.0,4719.0,11749.0,1767.0,4147.0,241896.0,10595,252491,0.042,63,"(200000, 250000]",4
Volusia,2008,510750,32938,184106.0,54.12,15.0,190.0,722.0,1895.0,5067.0,12645.0,1434.0,4302.0,237301.0,17266,254567,0.068,63,"(150000, 200000]",3
Volusia,2009,507105,33021,151313.0,46.8,19.0,162.0,702.0,1772.0,4858.0,12074.0,1426.0,4144.0,225174.0,27300,252474,0.108,63,"(150000, 200000]",3
Volusia,2010,494593,33726,131159.0,41.35,17.0,170.0,492.0,1972.0,4812.0,12264.0,1314.0,4167.0,207981.0,28093,236074,0.119,63,"(100000, 150000]",2
Volusia,2011,495400,33861,116231.0,47.19,22.0,145.0,507.0,1760.0,4676.0,12526.0,1022.0,4170.0,209938.0,26588,236526,0.112,63,"(100000, 150000]",2
Volusia,2012,497145,34847,112766.0,45.86,19.0,122.0,422.0,1522.0,4095.0,12071.0,1046.0,3883.0,212873.0,23083,235956,0.098,63,"(100000, 150000]",2
Volusia,2013,498978,34947,126708.0,50.5,24.0,162.0,404.0,1433.0,3691.0,12418.0,1031.0,3840.0,215040.0,20109,235149,0.086,63,"(100000, 150000]",2
Volusia,2014,503851,36038,140542.0,61.32,12.0,179.0,351.0,1585.0,3033.0,11667.0,1003.0,3539.0,220799.0,16705,237504,0.07,63,"(100000, 150000]",2
Volusia,2015,510494,37196,148942.0,46.51,22.0,155.0,352.0,1872.0,2813.0,11938.0,1072.0,3570.0,225449.0,14155,239604,0.059,63,"(100000, 150000]",2
Volusia,2016,517411,37849,162722.0,45.41,19.0,148.0,337.0,1709.0,2768.0,12245.0,1201.0,3562.0,233701.0,12585,246286,0.051,63,"(150000, 200000]",3
Volusia,2017,523405,39060,182064.0,53.94,27.0,113.0,308.0,1586.0,2368.0,10833.0,1068.0,3115.0,238277.0,11200,249477,0.045,63,"(150000, 200000]",3
Volusia,2018,531062,40085,198570.0,58.14,22.0,142.0,302.0,1530.0,2013.0,10221.0,959.0,2860.0,242874.0,9684,252558,0.038,63,"(150000, 200000]",3
Wakulla,2001,23807,33264,84025.0,56.77,2.0,24.0,10.0,119.0,187.0,331.0,39.0,2991.0,11854.0,455,12309,0.037,64,"(50000, 100000]",1
Wakulla,2002,24217,24454,92923.0,57.26,1.0,32.0,9.0,105.0,274.0,387.0,37.0,3489.0,12155.0,557,12712,0.044,64,"(50000, 100000]",1
Wakulla,2003,24938,25445,102413.0,61.33,0.0,17.0,5.0,85.0,173.0,348.0,46.0,2703.0,12562.0,555,13117,0.042,64,"(100000, 150000]",2
Wakulla,2004,25505,26967,119722.0,54.48,0.0,18.0,2.0,62.0,168.0,344.0,33.0,2458.0,13051.0,485,13536,0.036,64,"(100000, 150000]",2
Wakulla,2005,26867,27767,147948.0,64.11,3.0,16.0,5.0,65.0,182.0,307.0,25.0,2244.0,13997.0,402,14399,0.028,64,"(100000, 150000]",2
Wakulla,2006,28393,29317,169160.0,44.93,0.0,10.0,5.0,77.0,167.0,361.0,42.0,2332.0,15067.0,383,15450,0.025,64,"(150000, 200000]",3
Wakulla,2007,29417,30586,169135.0,41.49,1.0,10.0,6.0,58.0,229.0,372.0,50.0,2468.0,14650.0,459,15109,0.03,64,"(150000, 200000]",3
Wakulla,2008,30717,31927,150564.0,56.2,0.0,13.0,8.0,51.0,167.0,437.0,44.0,2344.0,15178.0,738,15916,0.046,64,"(150000, 200000]",3
Wakulla,2009,31791,32352,128704.0,56.37,1.0,11.0,12.0,86.0,188.0,503.0,24.0,2595.0,15569.0,1163,16732,0.07,64,"(100000, 150000]",2
Wakulla,2010,30776,32946,117973.0,53.65,0.0,11.0,5.0,53.0,138.0,516.0,25.0,2308.0,13304.0,1171,14475,0.081,64,"(100000, 150000]",2
