SizeRank,County,State,Metro,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021
1305,De Soto County,FL,Arcadia,100567,100269,100093,99807,99567,99353,99056,98950,98908,99016,99168,99319,99889,100586,101241,101381,101543,101745,102215,102489,102897,103122,103423,103772,103694,103480,103345,103773,104319,104870,105374,105966,106230,106533,106602,106787,106655,106824,106940,107249,107399,107686,107797,107763,107915,108188,108818,109304,110234,111027,111774,112216,112787,113365,114118,114903,115759,116600,117480,118450,119447,120285,121159,122090,122983,123869,124715,125708,126613,127511,128344,129245,130162,131349,132564,133866,135148,136412,137612,138451,139266,140032,141104,142243,143425,144441,145462,146451,147594,148703,149884,151266,153048,155167,156868,158443,159915,162443,165232,168138,170342,172687,175476,178682,181807,184610,188051,191744,195713,198829,202015,205507,210030,215001,219572,224770,229702,234902,238815,242445,245945,248820,251404,253429,255831,257727,258703,258945,258769,258853,258609,258174,257484,256916,256240,255372,253362,250508,248904,246677,244633,240869,237621,234082,230382,226523,222515,218275,213881,210228,206175,202108,197935,194589,191731,189145,186208,183718,181077,178761,176638,174146,171638,169329,167417,165984,164476,163206,162033,160842,159778,158781,157769,156934,156119,155322,154295,152815,151472,149849,148936,147911,146942,145764,144805,144177,143645,143228,142831,142455,141926,141614,141099,140756,140683,140891,141139,141146,141333,141619,142180,143006,143966,144976,146035,147211,148322,149463,150643,151990,153181,154314,155294,156240,157186,158179,159067,159861,160599,161329,162034,162862,163735,164631,165516,166534,167922,169274,170608,171618,172749,173891,175135,175983,176931,177670,178729,179531,180021,180472,181054,182156,183118,184192,184984,186075,186989,188290,189295,190447,191354,192446,193700,194922,196130,197120,198306,199519,200850,202123,203489,204904,206448,207951,209117,210291,211544,213001,214394,215712,217102,218574,219961,221272,222319,223107,223914,224731,225702,226569,227205,227868,228366,229357,230316,231346,232376,233557,234854,235577,236264,237108,238077,239110,240199,241323,242442,243539,244846,246276,247784,249855,251970,254100,256398,258808,261417
1415,Wakulla County,FL,Tallahassee,96295,96637,96877,97441,97974,98460,98834,99107,99195,99346,99521,99843,99781,99790,100145,100675,101063,101309,101935,102638,103235,103611,104070,104764,106642,108259,109491,109729,110234,111012,111442,112249,113792,115669,117016,117380,116359,115412,114215,114537,114965,115603,116093,115922,115532,114833,114874,115317,116361,117531,118844,119746,120893,122169,123651,125006,125999,127031,127994,129401,130746,131705,132680,133591,134477,135100,135723,136758,137998,139360,140467,141245,142030,143140,144567,145948,147095,148212,149404,150350,151164,151841,152903,154147,155463,156581,157639,158892,160297,161657,162715,163927,165659,167928,169926,171696,173345,176123,179010,182027,184326,186905,190127,193749,197255,200397,203932,207754,211787,215067,218490,222062,226954,232274,237434,242865,248071,253213,256793,259823,262486,265024,267183,268995,270715,271548,272023,271603,271777,271811,272184,272815,273219,273585,273589,273958,273248,271889,270019,269109,266738,264238,262010,260052,258183,254796,251441,247337,243178,239902,236791,232947,229400,225917,222842,219357,215824,213380,210972,208542,206254,203643,201080,198692,196760,195167,193790,192847,191914,190716,189572,188372,187263,186107,185343,184546,183438,182012,180576,178917,177526,176554,175707,175132,174371,173977,173588,173256,173151,173121,172937,172804,172726,172508,172312,172115,172503,172947,173458,174021,174831,175811,176945,178202,179587,181339,183224,185157,186733,188256,189796,191454,192898,194330,195735,197172,198436,199454,200492,201670,202999,204210,205344,206385,207545,208769,209972,211229,212622,214196,215696,217101,218553,220129,221671,223192,224707,226179,227792,229415,230976,232297,233670,235207,236787,238365,239947,241554,243074,244660,246150,247572,249179,250933,252783,254248,255521,256708,257994,259400,260904,262299,263635,264897,265662,266506,267118,268420,269621,271057,272166,273330,274205,275103,275544,276055,276692,277425,278230,278709,279338,279682,280217,280950,281894,282857,283797,284779,286093,286390,286658,286507,287561,288845,290294,291293,292263,293294,294655,296026,297223,299198,301275,303787,305401,307032,308623
1476,Bradford County,FL,,106504,106543,106505,106514,106356,106191,105963,105796,105661,105330,105073,104816,105784,106717,107802,107993,108118,108425,108718,109123,109071,109067,109182,109416,108230,106793,105133,104546,104409,104252,104346,104380,104920,105654,106027,106302,106039,105905,105885,106034,106643,106982,107293,107071,107212,107810,108495,109059,109999,111169,112247,113082,113788,114691,115851,117226,118522,119313,120123,121134,122362,123453,124344,125186,125750,126484,126865,127599,128041,128813,129531,130130,130840,131766,133143,134429,135698,136755,137984,138754,139614,139888,140638,141389,142470,143274,144141,145045,146073,147096,147959,149141,150724,152998,154863,156662,157819,159914,162159,164935,167250,169574,172217,175036,177334,179472,182214,185465,189729,193096,196056,198276,201314,205239,209089,213480,217969,222443,225860,228837,231268,233303,235374,237456,239338,240320,240551,240564,240411,240221,239680,238882,238201,237684,237140,236319,234767,232373,231044,228931,226953,222814,219112,215406,212675,209765,206538,202798,199168,196361,193010,189555,185935,184393,183257,182088,178379,175074,171845,169975,168205,166165,163987,162089,160494,158923,157149,155714,155030,154475,154069,153428,152794,152148,151753,151271,150561,149379,148093,146606,145691,144946,144261,143314,142538,142072,141942,141894,141971,141811,142078,142636,143422,143852,144182,144266,144354,144448,144302,144354,144469,145400,146604,147662,148560,149327,150421,152248,154220,156243,157885,159358,161013,162620,163842,164973,165819,167013,168013,168948,169675,170446,171638,173158,174683,175855,176909,178112,179825,181628,183501,184798,186206,187427,188852,190213,191567,192714,194244,195822,197349,198553,199799,201334,202931,204528,205941,206895,207643,208523,209158,209962,210752,211859,212929,213924,215077,216293,217537,219281,220867,222699,224057,225282,226061,227105,228192,229593,230366,231136,231711,232025,232487,232972,233927,234799,235841,236900,237813,238239,238261,238256,238525,239521,240474,241188,241619,243261,245058,245371,244546,243661,243979,244508,245163,245790,246307,246930,247831,248050,248338,249848,252477,255527,258212,260974,263805
1505,Hardee County,FL,Wauchula,94207,94298,94359,94469,94539,94638,94779,94985,95089,95168,95283,95509,95779,96075,96324,96622,96821,97079,97461,98022,98573,99082,99539,100126,100857,101425,102115,102653,103606,104378,104891,104894,105171,105525,105778,105643,105206,104926,104672,104655,104437,104370,104318,104465,104691,105170,106052,106785,107513,108261,108793,109502,110177,111038,111813,112746,113566,114280,114773,115534,116514,117267,118434,119333,120500,121204,122261,123203,124172,125062,125999,126910,127799,128760,129623,130456,131233,132256,133221,133894,134435,134742,135315,135689,136792,137813,139053,139771,140580,141474,142147,143120,144420,146284,147900,150391,151412,153525,154915,157756,159798,161911,164499,167251,170092,172578,175635,178138,181357,183789,186774,189692,193641,198050,201942,206263,210141,214281,217273,220208,223267,225555,227737,228987,230416,230985,231117,231149,231092,231229,230887,230403,229593,229113,228347,227370,225451,223208,221927,219941,217933,214599,211723,208579,205128,201678,198318,195118,191871,189239,186240,183138,180013,177001,174620,172246,170389,168662,166861,165018,163318,161296,159225,157411,155961,155011,153909,153018,152382,151773,151359,150770,150287,149846,149504,149061,148265,147896,147602,147191,146106,145092,144205,143528,142827,142381,141989,141758,141705,141259,140707,140377,140440,140431,140200,140245,140528,140949,141393,141952,142670,143571,144649,145736,146711,147833,149074,150396,151691,152930,154324,155692,157111,158518,159841,161110,162950,164811,166842,168172,169448,170656,171891,173196,174285,175543,176849,178323,179306,180369,181536,183256,185136,186890,188491,189831,191262,192421,193610,194784,196164,197548,198832,200342,201698,202978,204068,205308,206636,208084,209499,210932,212342,213710,214905,215873,216513,217460,218493,219931,221437,222931,224329,225651,226837,227904,228861,229658,230909,232008,233356,234146,234801,235324,235641,235663,235789,236369,237517,238290,238329,238379,238561,239566,240384,241012,241605,242217,243387,242932,242240,242069,242882,244201,244915,245907,246686,247780,249137,250743,251996,254413,256882,259292,261389,263276,265730
1528,Baker County,FL,Jacksonville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108291,110792,112996,116698,119457,121445,123314,124782,126355,128130,130088,131699,132842,133182,133099,133371,134550,136655,138693,140958,142482,143514,144030,144721,145845,146544,147295,148333,149975,151247,152137,152977,154370,155482,156312,156939,157754,158795,159676,160498,161095,162300,164082,166200,167862,169440,171204,173986,176833,179859,182166,184885,187989,191326,194414,197151,200537,203999,207888,210878,214037,217270,221903,226429,230665,235033,239507,244091,247573,250751,253768,256061,258069,259330,260454,261066,260869,260763,260416,260558,260125,259800,258711,258066,257018,256418,254740,252397,251073,248908,246713,242856,239501,236003,232062,227895,223626,219433,215340,212098,208541,204783,201078,198226,196004,193409,191578,190153,188981,187041,184993,182491,179922,177870,176089,174561,172828,171499,170126,168882,167810,167023,166317,165645,165158,164459,163429,162010,160797,159629,158636,157386,156008,154836,153964,153430,152936,152522,152330,152332,152369,152430,152378,152356,152340,152557,152917,153308,153575,153911,154495,155318,156026,156851,157798,159159,160485,161938,163253,164801,166487,168357,169929,171365,172879,174372,175898,176981,178434,179561,180935,182069,183348,184628,186008,187138,188197,189477,191104,193194,195003,196972,198574,200346,201954,203600,205316,208020,210981,213637,215361,216822,218571,220292,222402,224274,226445,228353,230402,231695,232771,233994,235791,237681,239440,241145,242903,244466,246015,247416,248800,250253,251854,253334,254691,256166,257932,259857,261112,262393,263276,264722,265757,267028,267515,268391,269003,269876,269673,269900,270303,271796,273006,274418,275745,277022,277402,277897,277983,278108,277476,276184,276432,277336,279210,280145,280964,281937,284106,286125,288687,291200,294953,299200,302506,305003,307252
1603,Washington County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210300,209227,208283,206635,205023,203186,201581,199903,198067,196131,193913,191446,187932,184527,181246,177979,174548,171614,168344,164987,161674,158489,155717,152943,151280,149896,148417,146583,144762,142822,140914,139269,137842,136504,135168,134275,133575,132925,132464,132146,131779,130669,129563,128471,127572,126837,126038,125301,124472,123617,123042,122492,122180,122560,123500,124343,124355,123995,123831,123953,123902,123780,122895,122239,121697,122408,122469,122740,123522,125161,126644,127369,128192,129232,130671,132133,133591,134350,135282,136205,137162,137773,138528,139698,140780,141744,142668,143723,144743,145481,146218,146981,147708,148769,149632,150857,152293,153815,155498,156669,157758,158546,159478,160425,161513,162263,163213,163942,164579,165219,165902,166823,167671,168716,169639,170520,171326,171976,172686,173473,174197,174859,175358,176178,177209,178373,179859,181364,183028,184505,185962,186984,188039,189002,190406,191896,193117,194075,194811,195568,196044,196850,197094,197656,198139,199224,200055,200482,200625,200928,201055,201805,202573,203415,203947,204530,204953,205264,205541,206218,206910,207633,208446,209161,209868,210453,211626,212767,214146,215422,216848,218233,219911,221663,223610
1707,Taylor County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89237,89544,90688,92567,94643,95985,96740,97417,98110,99188,100177,100976,101688,102701,102984,102937,102613,103311,104562,105805,106781,107284,107819,108460,109123,110081,111003,112022,112768,113290,114088,114748,115835,116537,117349,117997,118668,119262,119795,120422,121071,122221,123519,125295,126561,128007,129043,130952,133064,135428,137261,139188,141424,143818,146101,147988,150263,152602,155454,157668,159796,162162,165586,169336,172730,176110,179285,182724,185435,188115,190387,192115,193697,194834,195980,196488,196407,196295,196197,196382,196234,195748,195112,194535,194108,193391,191887,189694,188594,187088,185580,182721,180085,177405,174477,171555,168468,165518,162513,160114,157205,154176,151100,148387,146165,143998,142378,141036,139607,138046,136532,134935,133292,131901,130666,129502,128227,127189,126300,125486,124769,124281,123860,123377,123033,122606,122036,122021,122118,122018,121344,120619,120034,119389,118727,118332,118018,117876,117864,117530,117129,116928,117087,117209,117225,117358,117777,118275,118868,119455,120325,121308,122460,123497,124688,125983,127440,128807,130204,131586,132975,134347,135356,136565,137637,138791,139283,139874,140596,141762,142710,143576,144437,145470,146628,147723,148810,150084,152044,153852,155556,156806,158154,159389,160539,161673,162946,163986,165090,165987,166848,167820,168795,169712,170630,171724,172751,173512,173965,174803,175843,177201,178349,179290,179924,180662,181490,182335,183286,184271,185504,186357,187086,187375,187724,188306,189167,190255,191044,191763,192521,193486,194473,195344,195566,195667,195902,196218,196458,196547,196681,196959,196816,197050,197277,198099,198529,199149,200034,201012,201773,202308,202716,203296,203732,204461,205052,205369,206425,207592,208602,209587,210859,212467,214369,216251,218637
1842,Holmes County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94485,95344,95967,96828,97698,98451,99877,101264,103279,104658,105932,106811,108234,109335,110325,111761,113151,114828,115507,116249,116173,116983,117948,119293,120072,120767,121844,122938,124044,124934,125997,127054,127655,128200,129023,130684,131779,133059,133904,135664,137502,139389,140523,141761,143718,146408,148618,149831,151795,154087,157035,158963,160900,163148,166687,170316,173464,176140,178953,182218,184519,186510,188332,190297,191944,193207,194029,194461,193964,193634,193469,193895,193977,193697,193006,192092,191265,190172,188336,185999,184845,183500,182117,179370,176977,174558,171941,169170,166132,163242,160357,158063,155253,152410,149275,146947,145047,143349,141818,140486,139218,137685,136252,134586,132916,131374,130148,128944,127551,126243,124936,123940,123120,122546,122060,121480,121230,120827,120333,119679,119151,118522,117789,116921,116068,115395,114880,114609,114223,113849,113605,113348,113225,113179,113486,113699,113982,114188,114351,114546,114825,115391,115981,116801,117520,118365,119208,120258,121267,122260,123274,124472,125784,127064,128156,129152,130170,131221,132229,133182,134194,135255,136353,137210,137866,138348,139217,140503,141900,143120,143976,144874,145769,146754,147795,149091,150391,151979,153324,153985,154514,155048,156584,157768,159162,160350,161599,162490,163402,164353,165216,166344,167286,168837,169918,171353,172125,173059,173785,174823,175653,176305,177423,178815,180513,181407,181896,182513,183730,184862,186113,187229,188736,189769,190542,191269,191725,191676,191214,191352,192147,193225,193648,193675,193825,194921,195742,196595,196826,198653,201083,202973,203721,203813,204494,205728,206296,206605,206773,207384,208652,209191,209722,210465,211810,213681,215576,217426,219849
1866,Madison County,FL,,82165,82339,82524,82751,82902,82980,83061,83058,83083,82966,82772,82407,82415,82861,83515,83772,83247,82682,82335,82724,83090,83493,84150,84879,85279,84640,83792,84138,85957,88076,89679,90378,90951,91784,92224,93153,93643,94803,95389,95078,94913,94754,95294,95468,95869,96228,96962,97240,98028,98579,99669,100654,101479,102207,102622,103343,104022,104928,105717,106864,108119,109255,110277,111307,112035,112793,113349,114200,114811,115277,115692,116018,116133,116600,117153,117824,118298,118850,119525,120196,120977,121624,122566,123244,123865,124316,124740,125569,126696,127838,129088,129788,131001,132531,133866,135261,137200,140096,142861,145194,146534,148019,149596,152278,154566,156667,159148,161799,164417,165939,168176,170499,174276,178115,181963,186033,189649,193375,195671,198292,200315,202454,203776,205283,206290,207156,207180,206684,206200,205816,205704,205226,204513,203635,202473,201275,199554,197354,195861,193904,192153,189742,187473,184723,181720,178783,176137,173163,170231,167581,164830,161865,158870,156035,153734,151661,150043,148620,147199,145662,144121,142416,140683,139216,137967,137011,135952,135018,133905,132826,131787,130932,130167,129396,128844,128184,127299,126202,125297,124393,123584,122751,121971,121409,120804,120510,120052,119968,120000,120152,120065,119996,120078,120084,120138,120131,120399,120587,120978,121267,121803,122314,123152,124134,125234,126424,127667,128996,130171,131463,132857,134353,135622,136648,137431,138317,139034,139919,140691,141841,143217,144459,145221,146080,147201,148602,149695,150778,152684,154747,156907,158372,160091,162021,164291,165829,166980,168869,171588,173978,174961,175501,176596,177938,178971,179678,180551,181997,183976,185580,186853,188045,190098,192092,193881,195313,196722,198027,199194,200721,201987,203038,203597,204778,205687,207422,208871,210551,211603,212503,213479,214262,214879,215038,215181,215148,215260,215176,214049,213160,212267,212666,212793,213274,213558,214048,214667,215171,216071,215999,216448,217157,218046,218407,218624,219312,220458,221432,222539,223803,224814,226611,228703,230574,232604,234630,237085
1985,Gilchrist County,FL,Gainesville,93041,93320,93388,93447,93474,93416,93475,93667,94117,94524,94698,95018,95578,96225,96620,96605,96536,96003,95990,95926,96509,96951,97809,98506,98983,98437,98308,99411,100725,103168,104297,105609,105413,105787,105970,106100,105907,107349,108881,110152,111443,112637,114423,115121,115373,115387,115984,117075,119050,119819,121247,121836,122974,123534,124414,126155,128531,130371,131514,132479,133485,134432,134780,135150,135704,136321,137126,137391,138194,139361,140870,141977,142673,143915,144924,146351,147041,147984,148546,149314,149921,150697,151774,153435,154779,155802,156886,158244,159785,160912,161879,162966,164271,165725,166981,168237,169822,172435,175504,178204,180199,182601,185630,189108,192121,195005,198385,201813,205564,208548,211307,214403,218850,223839,228605,233493,238643,243856,247660,250977,253934,256267,258307,259936,261611,262401,262500,262247,261988,261812,261353,260868,259868,258997,257915,257153,255279,253047,251560,249747,247593,243898,240606,237287,233745,229892,226276,222588,219232,216124,212658,209019,205333,202719,200423,197942,195934,195108,193838,191920,189330,186919,184578,182606,181124,179690,178623,177897,177178,175670,174487,173667,173285,172838,172331,171630,170528,169285,167988,166509,165286,164171,163109,162096,161274,160796,160285,159973,159682,159606,159399,159382,159224,159296,159534,159987,160470,160809,161091,161360,162047,163171,164568,166026,167567,169049,170562,172188,173953,175816,178431,181066,183650,185174,186499,187821,188961,190236,191371,192456,193549,194366,195092,195898,196724,198171,199569,201172,203052,204878,206655,208206,209679,211726,213327,215018,216559,218228,220189,221739,223111,224093,225423,226977,228679,229966,231388,232406,233564,234528,235521,236635,237890,239542,241104,242699,244015,244987,246068,247519,249065,250501,251236,252247,253636,255689,257318,258354,259054,260348,261401,262921,263741,264718,265313,266025,265526,265038,264889,265728,266147,266819,267576,268701,269260,270010,271131,272525,274005,273533,273120,272662,273594,275587,277733,279995,281661,283428,285313,286870,288849,292199,295431,298358,300519,301589,302596
2023,Dixie County,FL,,59960,59934,59856,59860,59769,59628,59328,59069,58983,58816,58756,58636,59144,59498,59870,59809,59857,59939,60072,60035,60007,60020,60306,60625,60061,59608,59254,59414,59707,59966,60639,61794,62741,63902,64311,64911,65577,66386,67204,67877,68640,69996,71195,71801,72027,72216,72756,73262,73990,74783,75227,75469,75628,75858,76202,76686,77363,77843,78719,79673,80831,81741,82703,83839,84775,85399,85871,86447,87235,88162,88975,89800,90430,91208,92032,92855,93753,94577,95503,96346,97339,98044,98898,99438,100341,101119,102305,103427,104663,105892,106821,107816,108742,110437,111826,113416,114425,116312,118305,120741,122797,124846,127334,130075,132750,135019,137720,140607,144242,146935,149286,151192,154139,157547,160898,164306,167871,171545,174334,176976,179212,181285,183148,185165,186738,187881,187895,188195,187943,187810,187250,186957,186575,186300,185618,184653,183139,181061,180086,178240,176687,173989,171780,169460,166880,164245,161271,158180,154990,152552,149820,147249,144443,142141,140025,137385,134588,132073,130361,129012,127719,126008,124349,122719,121442,120259,119363,118660,118379,117981,117711,117265,116984,116759,116504,116169,115543,114982,114317,113717,113171,112841,112217,111629,110940,110572,110286,110352,110461,110608,110639,110952,111363,111459,111654,111773,112297,112723,113330,113926,114910,116199,117604,118706,119433,120408,121473,122768,123870,124934,125960,126848,127648,128115,128659,129350,130178,131016,131924,132857,133789,134715,135742,136831,137706,139036,140335,141910,143210,144705,146027,147149,148235,149377,150541,151539,152690,153298,153997,154548,156020,157164,158526,159833,161344,162680,163736,165008,166339,167643,168843,169985,170708,171560,172233,173447,174307,175238,176177,177091,178046,179400,180813,181913,182661,183439,184155,184869,185793,186922,187450,188020,188394,189100,189314,190050,190642,191257,191746,191449,190957,190446,191056,192140,193102,192362,191506,190716,191503,191732,191868,191903,192347,192893,193407,193851,194247,195655,197486,199171,199909,201146,202640,204716,206703,208734,210523
2059,Gulf County,FL,Panama City,182089,181635,181492,180902,180772,180979,181767,182363,182528,182245,182691,183383,184050,183818,183044,183437,184567,186566,187805,189141,190974,193419,195105,196564,198531,202903,209094,214310,217118,216936,217240,218579,220642,222470,223827,225718,227855,229721,228816,226761,224854,225045,224297,222514,220290,219863,220031,218724,214986,208991,205431,203626,204998,206554,209672,212632,215168,216133,217217,219590,222874,227336,230437,233492,234795,236464,237678,239517,241196,243622,245862,248210,251179,254583,258522,262132,265863,269244,272087,273798,275740,277553,280653,283523,286637,289362,292346,295338,298191,300731,303548,307551,312622,318304,322666,326647,330623,337248,344092,350841,356258,362343,369595,377582,385115,392369,400598,410019,419250,426632,433576,442108,453300,465687,476489,487938,498542,509526,517851,525578,532994,538809,544373,548222,551687,552848,552980,552437,552081,551634,550930,549204,547367,545461,543280,540567,535758,529831,525843,520652,515443,507516,500504,492533,484255,475820,467708,458771,449778,442182,433816,425267,416711,409328,403062,397717,392056,387311,381864,377517,373006,367910,362618,357763,353928,350949,347839,344843,342265,340124,338623,337189,336255,335119,334441,333202,330752,327163,324346,321670,319878,317362,314540,311667,308944,307564,306209,306031,306126,306929,306805,306940,306849,306738,307127,307437,308478,309011,309731,309917,310797,312488,314864,317176,319314,321719,324201,326670,329005,331389,333800,336184,338463,340541,342088,343692,344233,345140,345861,347553,348845,350059,351266,353003,354464,355130,355837,357034,359796,362655,365108,366749,368705,370557,372331,373428,375005,376877,379554,381023,382422,383300,385291,387433,389067,391041,392978,395415,397596,400030,401443,403491,405935,409248,412059,414219,416692,419128,421517,423963,426195,428531,431127,434066,436221,438150,440158,442811,445244,447467,449779,451885,453748,455159,456542,457712,457755,457435,456916,457823,458251,458758,459244,461102,463526,465745,467214,468420,470668,471922,473679,474384,476259,478345,480885,483297,485110,487247,490196,493573,497052,501735,506360,511257,515830,520597,525393
2078,Union County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193233,192071,191913,191818,190897,191804,191238,193461,193458,194760,194660,193110,193537,194690,197386,197397,199453,199619,201720,199535,199949,198733,199373,202280,202047,202194,198079,196298,192808,188752,184826,181502,178979,176207,173701,170742,167522,163745,161768,160593,159844,158023,156363,154867,153529,152161,150364,148422,147232,146037,145075,143566,142394,141617,140762,140086,139687,139264,138868,138442,137774,136793,135456,134488,133647,132891,132034,131157,130223,129668,129338,129112,128758,128564,128260,127756,127335,127319,127431,127638,127840,128213,128690,129151,129828,130818,132049,133267,134134,135015,136197,137491,138910,139912,140829,141673,142856,143832,145303,146497,148178,149407,150644,151558,152405,153445,154626,155841,156847,157930,158895,160395,161626,162656,163355,164570,165838,167279,168833,170736,172131,173640,174978,176552,177772,179832,181723,183745,184977,186483,187359,188694,190167,191853,192659,193041,193943,194812,196388,197618,198899,199395,200139,200629,201699,202022,203978,205751,207801,209391,210867,212039,214701,217082,220382,221579,223394,224877,225294,225982,226059,227057,227194,227876,228424,230144,230644,232627,232972,235040,236199,239116,241626,242763,241910,240958,240565,240201,240060,240080,241119,241254,241880,241101,240852,241261,243604,245826,247402,248488,249842,250880
